Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.DownloadDiagnostics.ROMTime,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",xsd:dateTime,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TCPOpenRequestTime,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",xsd:dateTime,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TCPOpenResponseTime,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",xsd:dateTime,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TestBytesReceived,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TestBytesReceivedUnderFullLoading,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TotalBytesReceived,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TotalBytesReceivedUnderFullLoading,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TotalBytesSent,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.DownloadDiagnostics.TotalBytesSentUnderFullLoading,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"0",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.Config,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"High",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.Enable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG,true,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.FTPEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.H323Enable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.IPSECEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.L2TPEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.PPTPEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.RTSPEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.SIPEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ALG.TFTPEnable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DMZ,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DMZ.Enable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"false",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DMZ.LanHost,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DoS,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DoS.Anti-PortScan,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DoS.Anti-PortScan.Enable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_DoS.Anti-PortScan.Threshold,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"100",xsd:unsignedInt,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_IPFilter,true,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.1,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.1.Name,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"HTTP",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.1.Port,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"80",xsd:int,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.4,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.4.Name,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"TELNET",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.4.Port,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"23",xsd:int,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.5,true,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.5.Name,false,2023-03-28T15:39:56.053Z,false,2023-03-28T15:39:56.053Z,"HTTPS",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4RemoteServicePortControl.5.Port,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"443",xsd:int,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl,true,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1,true,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"",,,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.Enable,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"true",xsd:boolean,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.IPEnd,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"0.0.0.0",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.IPStart,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"0.0.0.0",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.Ingress,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"AUTO",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.Mode,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"Accept",xsd:string,2023-03-28T15:39:56.057Z,,,,
InternetGatewayDevice.Firewall.X_ZTE-COM_ServiceControl.IPV4ServiceControl.1.Name,false,2023-03-28T15:39:56.053Z,true,2023-03-28T15:39:56.053Z,"wan",xsd:string,2023-03-28T15:39:56.057Z,,,,
